REACT_143738	MNXR78385
2.4.1.40-RXN	MNXR71118
32008	MNXR26818
32009	MNXR26818
rxn04419	MNXR60187
rxn04418	MNXR74774
32004	MNXR9682
32005	MNXR9682
32006	MNXR9682
REACT_138663	MNXR78904
rxn04413	MNXR72187
32001	MNXR61263
rxn04411	MNXR16715
32003	MNXR9682
22496	MNXR26486
22497	MNXR26486
UROGENIIISYN-RXN	MNXR5287
22495	MNXR33152
22492	MNXR33152
22493	MNXR33152
22490	MNXR2064
22491	MNXR2064
BS358656	MNXR72175
22499	MNXR26486
REACT_125739	MNXR78565
REACT_104139	MNXR5828
REACT_125730	MNXR78877
REACT_125733	MNXR78739
REACT_125735	MNXR3815
rxn09164	MNXR69763
THYMINE-DIOXYGENASE-RXN	MNXR7522
rxn09166	MNXR4366
rxn09167	MNXR55841
rxn09160	MNXR69759
rxn09161	MNXR69760
rxn09162	MNXR80407
rxn09163	MNXR69762
rxn09169	MNXR4376
24898	MNXR8828
24899	MNXR8828
24894	MNXR60846
24895	MNXR60846
24896	MNXR60846
24897	MNXR60846
24890	MNXR26532
24891	MNXR26532
24892	MNXR26532
24893	MNXR26532
RXN-11431	MNXR37406
26038	MNXR79309
26039	MNXR79310
RXN-11430	MNXR37405
26034	MNXR79308
26035	MNXR79309
26036	MNXR79309
26037	MNXR79309
26030	MNXR4367
26031	MNXR79308
26032	MNXR79308
26033	MNXR79308
RXN-11432	MNXR37407
REACT_97815	MNXR78892
REACT_141848	MNXR78996
UNSPECIFIC-MONOOXYGENASE-RXN	MNXR74215
REACT_138080	MNXR78242
REACT_138081	MNXR2338
REACT_17049	MNXR78562
RXN-11434	MNXR37409
RXN-11437	MNXR21478
REACT_143270	MNXR78749
RXN-11436	MNXR21477
REACT_95629	MNXR64230
BR26108	MNXR558
BR26109	MNXR33152
CMPSASn	MNXR68555
REACT_143995	MNXR3189
BR26102	MNXR6732
BR26103	MNXR6733
BR26100	MNXR542
BR26101	MNXR5411
BR26106	MNXR1576
BR26107	MNXR68338
BR26104	MNXR6117
BR26105	MNXR6734
RXNN-386	MNXR9061
REACT_95080	MNXR78516
REACT_99793	MNXR2549
REACT_95085	MNXR78409
BS189105	MNXR2550
D-LYXOSE-KETOL-ISOMERASE-RXN	MNXR20265
ADENYLOSUCCINATE-SYNTHASE-RXN	MNXR68295
LYSINE-CARBAMOYLTRANSFERASE-RXN	MNXR7732
BS410699	MNXR73343
30403	MNXR79350
30400	MNXR26761
30401	MNXR26761
30406	MNXR79350
UCR00278	MNXR4138
30404	MNXR79350
30405	MNXR79350
REACT_29136	MNXR78412
REACT_29134	MNXR78367
BS410692	MNXR13843
UCR00271	MNXR2925
BS410694	MNXR13844
BS410697	MNXR13846
BS410696	MNXR13845
REACT_137118	MNXR78815
1.2.7.7-RXN	MNXR71319
REACT_96632	MNXR78587
H5MTer_L	MNXR2884
DEPHOSPHOCOAKIN-RXN	MNXR1772
ARGININE-KINASE-RXN	MNXR6096
ABO7g	MNXR68245
H5MTer_U	MNXR2885
BS386749	MNXR73003
BS386745	MNXR70039
REACT_159779	MNXR78406
BS386741	MNXR58603
BS386740	MNXR73002
BS386742	MNXR58604
REACT_32820	MNXR78462
26521	MNXR4458
CLPNS_EC	MNXR68550
REACT_91253	MNXR78494
REACT_91257	MNXR78222
25518	MNXR18335
rxn13161	MNXR29839
MTCMMT	MNXR3640
REACT_136641	MNXR1218
rxn06077	MNXR3500
rxn06076	MNXR55890
rxn06075	MNXR55892
rxn06074	MNXR70407
rxn06073	MNXR79999
REACT_77909	MNXR78351
rxn06071	MNXR20782
rxn09248	MNXR4825
REACT_77905	MNXR78226
REACT_136643	MNXR78816
REACT_77900	MNXR78352
BR44001	MNXR56822
rxn06079	MNXR73833
rxn06078	MNXR80000
BS321990	MNXR72081
31759	MNXR16619
REACT_28668	MNXR2865
31755	MNXR61239
GALACTURIDYLYLTRANS-RXN	MNXR56013
31757	MNXR61239
31756	MNXR61239
31750	MNXR61234
REACT_28663	MNXR25081
BR44006	MNXR7778
REACT_101978	MNXR78418
BS187362	MNXR55988
FUT12g	MNXR69026
REACT_136649	MNXR64446
rxn09240	MNXR69878
15296	MNXR71013
15294	MNXR71013
15295	MNXR71013
15293	MNXR71013
MIPCS224_SC	MNXR67368
BR44008	MNXR56825
BR47648	MNXR71246
BR47649	MNXR71247
BR47640	MNXR8203
BR47641	MNXR8204
BR47642	MNXR71245
BR47645	MNXR57066
BR47646	MNXR57067
BR47647	MNXR57068
REACT_109572	MNXR2793
rxn02661	MNXR7054
CARNITINE-3-DEHYDROGENASE-RXN	MNXR20192
rxn05529	MNXR27773
REACT_142314	MNXR3412
rxn05520	MNXR79903
rxn05521	MNXR79904
rxn05522	MNXR27769
rxn05523	MNXR27770
rxn05525	MNXR27771
rxn05526	MNXR79905
REACT_23937	MNXR78386
REACT_154021	MNXR78857
REACT_154022	MNXR1071
REACT_154026	MNXR78491
REACT_154028	MNXR69562
DNA-DIRECTED-DNA-POLYMERASE-RXN	MNXR76277
R146-RXN	MNXR71450
GLNTRS	MNXR35885
LCYSTCBOXL	MNXR3211
REACT_80217	MNXR3464
REACT_80215	MNXR68238
REACT_80213	MNXR6959
12PPDRtex	MNXR30423
17637	MNXR7569
17638	MNXR7569
17639	MNXR7569
PGPPHOSPHA-RXN	MNXR76415
rxn01317	MNXR54956
rxn01316	MNXR26433
rxn01315	MNXR69707
rxn01314	MNXR73803
rxn01313	MNXR68712
rxn01310	MNXR4782
REACT_85193	MNXR78224
rxn01319	MNXR12389
rxn01318	MNXR7801
GT1Ate	MNXR2824
3.6.3.15-RXN	MNXR19972
GT1Atg	MNXR2824
GTHRDabcpp	MNXR2830
BS367721	MNXR10872
20722	MNXR15811
20723	MNXR15811
3.2.1.76-RXN	MNXR76125
20721	MNXR15811
RXN0-1382	MNXR8463
20728	MNXR33335
20729	MNXR33335
6DHFtl	MNXR284
6DHFtm	MNXR284
BS375112	MNXR72644
13299	MNXR14995
ACGAptspp	MNXR380
BS375116	MNXR7598
BS375117	MNXR7586
BS375114	MNXR11576
BS375115	MNXR11577
13290	MNXR14722
13291	MNXR14722
BS375118	MNXR7588
BS375119	MNXR7587
13294	MNXR8204
13295	MNXR8204
13296	MNXR8204
13297	MNXR14995
REACT_2065	MNXR78420
REACT_2062	MNXR78274
SARCOXp	MNXR4772
ST8SIA55g	MNXR4934
rxn00048	MNXR69846
MALTHXabc	MNXR69392
10369	MNXR69948
10368	MNXR69948
rxn00040	MNXR6314
10364	MNXR7864
10367	MNXR7864
rxn00043	MNXR7601
rxn00044	MNXR587
rxn00045	MNXR7990
10363	MNXR6320
NADPHQR	MNXR69519
REACT_158614	MNXR78437
REACT_158612	MNXR657
REACT_158611	MNXR348
REACT_158610	MNXR79036
REACT_84241	MNXR69289
DHCRD1	MNXR1553
UER00895	MNXR60695
REACT_84242	MNXR78398
UER00893	MNXR640
UER00892	MNXR8141
UER00891	MNXR4175
REACT_158618	MNXR79086
REACT_162770	MNXR79127
26297	MNXR79313
16401	MNXR70407
REACT_162776	MNXR79141
BS115354	MNXR9758
REACT_163421	MNXR79129
2AMADPTm	MNXR85
REACT_163425	MNXR79147
REACT_112854	MNXR78502
FRRPPDIMAS	MNXR69012
REACT_112858	MNXR3411
BS372467	MNXR11509
REACT_143748	MNXR2803
MCTP2App	MNXR69417
BS394597	MNXR73053
BS394596	MNXR12853
BS394594	MNXR35071
BS394593	MNXR12851
BS394592	MNXR58653
UDPACGALtex	MNXR70020
GMP-SYN-GLUT-RXN	MNXR32727
UER00239	MNXR7572
UER00238	MNXR496
24400	MNXR70052
UER00233	MNXR62102
2.7.7.14-RXN	MNXR69657
UER00231	MNXR81288
UER00230	MNXR81287
UER00237	MNXR356
UER00236	MNXR68112
UER00235	MNXR81285
UER00234	MNXR81284
REACT_95922	MNXR78478
RXN-7981	MNXR4055
REACT_95920	MNXR78332
rxn12018	MNXR80771
rxn12019	MNXR75313
rxn12014	MNXR80770
rxn12015	MNXR75256
REACT_83732	MNXR78470
REACT_83733	MNXR3164
rxn12011	MNXR16684
REACT_83736	MNXR78553
rxn12013	MNXR75018
REACT_126232	MNXR78285
REACT_126233	MNXR78735
REACT_126235	MNXR78764
REACT_126238	MNXR78578
REACT_126239	MNXR78901
REACT_89554	MNXR68950
REACT_89552	MNXR103
REACT_89551	MNXR78301
RXN-11959	MNXR21825
BS189550	MNXR71924
28348	MNXR20438
28349	MNXR20438
28340	MNXR20191
32264	MNXR22781
REACT_10131	MNXR64300
28343	MNXR69562
28344	MNXR69562
28345	MNXR69562
28346	MNXR20438
28347	MNXR20438
17728	MNXR33677
32267	MNXR26829
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	MNXR579
17729	MNXR5661
N-METHYLALANINE-DEHYDROGENASE-RXN	MNXR7283
4.2.1.110-RXN	MNXR71478
RXN3O-5304	MNXR78077
1.13.11.41-RXN	MNXR75898
REACT_145376	MNXR78666
BS365371	MNXR72276
BS365377	MNXR72277
REACT_145373	MNXR78971
3.2.1.129-RXN	MNXR61685
RXN-12819	MNXR14331
RXN-12816	MNXR57619
RXN-12817	MNXR22375
RXN-12814	MNXR19032
BS365378	MNXR72278
RXN-12812	MNXR36054
ACOAD4f	MNXR68269
RXN-12810	MNXR35356
1.8.5.1-RXN	MNXR69188
RXN-5763	MNXR63283
RXN-5762	MNXR63282
RXN-5761	MNXR63281
RXN00998	MNXR2422
PRENYL-PYROPHOSPHATASE-RXN	MNXR70554
REACT_88604	MNXR78216
REACT_88601	MNXR5289
REACT_90833	MNXR78567
RXN00999	MNXR3898
3.5.1.29-RXN	MNXR6534
AMPN	MNXR68363
REACT_90836	MNXR68745
REACT_90835	MNXR78712
HG2tex	MNXR2958
DNAMTn	MNXR55243
RXN-8063	MNXR77631
DIGALSGALSIDEte	MNXR68719
RXN-8061	MNXR77630
DIGALSGALSIDEtg	MNXR68719
REACT_150005	MNXR78308
RXN-11399	MNXR76674
RXN00099	MNXR55238
RXN00098	MNXR70124
RXN00097	MNXR69004
RXN00096	MNXR4184
RXN00095	MNXR3879
RXN00094	MNXR70123
RXN00093	MNXR5454
3-HYDROXYBENZOATE-4-MONOOXYGENASE-RXN	MNXR7504
RXN00091	MNXR718
RXN00090	MNXR70122
2.4.1.178-RXN	MNXR57072
RXN00766	MNXR1536
TRIACETATE-LACTONASE-RXN	MNXR70520
S6TASE16ly	MNXR4739
REACT_106246	MNXR78454
REACT_106244	MNXR1037
BS370177	MNXR11092
RXN00992	MNXR70357
BS361322	MNXR72235
REACT_105572	MNXR4978
G6PDH2rer	MNXR69082
REACT_105578	MNXR69842
2.4.1.224-RXN	MNXR61560
REACT_134943	MNXR78947
REACT_92945	MNXR1867
RXN00993	MNXR33790
BS371174	MNXR72590
BS371175	MNXR72591
BS371170	MNXR72587
BS371171	MNXR71978
BS371172	MNXR72588
BS371173	MNXR72589
REACT_146056	MNXR78810
RXN00127	MNXR68320
RXN-10449	MNXR62166
RXN-10448	MNXR20904
REACT_95141	MNXR4978
RXN00126	MNXR4439
RXN-10443	MNXR20900
RXN-10442	MNXR20899
RXN-10441	MNXR76499
RXN-10447	MNXR20903
RXN-10446	MNXR17488
RXN-10445	MNXR14732
RXN-10444	MNXR20901
LAPCOAl	MNXR3203
RXN00124	MNXR5468
RXN00123	MNXR70132
REACT_139847	MNXR78807
REACT_139846	MNXR78617
RXN00122	MNXR5466
RXN00120	MNXR56096
REACT_107598	MNXR78622
REACT_100249	MNXR69073
REACT_137184	MNXR78422
3HAACOAT100	MNXR68160
rxn08549	MNXR69067
XYLt2pp	MNXR70082
rxn08545	MNXR80374
rxn08544	MNXR2346
rxn08547	MNXR69065
rxn08546	MNXR55513
rxn08541	MNXR2336
rxn08540	MNXR2337
rxn08543	MNXR2344
rxn08542	MNXR2343
RXN-12426	MNXR22141
RXN-12425	MNXR22140
INOSINE-NUCLEOSIDASE-RXN	MNXR69281
RXN-12424	MNXR76892
BS380614	MNXR72785
BS380616	MNXR69111
BS380611	MNXR72784
BS380610	MNXR72783
BS380613	MNXR12073
RXN-12420	MNXR76128
BS380619	MNXR72786
14826	MNXR8191
RXN0-3901	MNXR33952
REACT_157369	MNXR78224
THIOSULFATE-DEHYDROGENASE-RXN	MNXR78199
ALAt2rL	MNXR636
R162-RXN	MNXR76440
REACT_157363	MNXR78273
29280	MNXR26708
REACT_78348	MNXR78385
REACT_157365	MNXR5587
BR29217	MNXR5701
BR29216	MNXR6854
BR29215	MNXR6853
BR29214	MNXR26365
BR29213	MNXR6851
BR29212	MNXR70733
BR29211	MNXR35820
BR29210	MNXR70732
3-NUCLEOTID-RXN	MNXR70549
BR29219	MNXR6856
BR29218	MNXR70734
25884	MNXR8898
25885	MNXR8898
25886	MNXR8898
25887	MNXR8898
25880	MNXR8896
25881	MNXR8896
25882	MNXR8896
25883	MNXR8896
25888	MNXR69833
25889	MNXR69833
REACT_108263	MNXR69293
REACT_108262	MNXR78454
REACT_157246	MNXR78740
REACT_109790	MNXR4054
34507	MNXR62572
34506	MNXR62614
34505	MNXR62614
34504	MNXR62614
34503	MNXR62614
34502	MNXR65669
34501	MNXR65669
34500	MNXR65669
RXN-11249	MNXR21335
MYOSIN-LIGHT-CHAIN-PHOSPHATASE-RXN	MNXR48548
ACETYL-COA-ACETYLTRANSFER-RXN	MNXR341
34508	MNXR62572
1.1.1.272-RXN	MNXR75880
rxn02836	MNXR71151
5HTRPDOX	MNXR277
rxn02198	MNXR6079
rxn02199	MNXR7792
rxn02190	MNXR55230
rxn02191	MNXR7812
rxn02192	MNXR3340
rxn02193	MNXR678
rxn02194	MNXR3342
rxn02195	MNXR70549
rxn02196	MNXR6503
rxn02197	MNXR8244
REACT_98640	MNXR3464
G1PTT	MNXR69063
RETINAL-DEHYDROGENASE-RXN	MNXR4570
23068	MNXR7840
23069	MNXR7840
REACT_99997	MNXR78512
REACT_99990	MNXR78334
REACT_99998	MNXR78652
REACT_77251	MNXR78558
REACT_77254	MNXR68274
24757	MNXR79296
24756	MNXR79296
24755	MNXR65484
24754	MNXR65484
24753	MNXR65484
REACT_109139	MNXR64418
24751	MNXR7546
24750	MNXR3491
STRICTOSIDINE-BETA-GLUCOSIDASE-RXN	MNXR24780
HACD10p	MNXR69208
REACT_77656	MNXR25171
REACT_109130	MNXR3185
24759	MNXR79296
24758	MNXR79296
19776	MNXR14673
PC6AR	MNXR4116
LPLIPAL2ATG180	MNXR69365
FAOXC1811602m	MNXR68912
BR48403	MNXR71405
rxn05648	MNXR27818
35674	MNXR77849
35675	MNXR79444
35672	MNXR77849
35673	MNXR77849
35670	MNXR70325
35671	MNXR77849
REACT_128953	MNXR25650
rxn05640	MNXR27814
rxn05643	MNXR27816
rxn05645	MNXR4624
REACT_128956	MNXR78807
REACT_128955	MNXR78897
35679	MNXR79445
REACT_139473	MNXR78921
REACT_139471	MNXR78919
REACT_139474	MNXR78831
REACT_139478	MNXR78818
REACT_139479	MNXR15134
32909	MNXR79373
32908	MNXR79373
32905	MNXR5332
32904	MNXR5332
32907	MNXR79373
32906	MNXR5332
32901	MNXR77028
32900	MNXR77028
34DHPHEt	MNXR114
FACOAL226i	MNXR2030
rxn01889	MNXR6766
rxn01888	MNXR73924
rxn01887	MNXR7172
PROCOLLAGEN-LYSINE-5-DIOXYGENASE-RXN	MNXR37238
rxn01885	MNXR68573
rxn01884	MNXR7503
rxn01883	MNXR6726
rxn01882	MNXR73922
rxn01881	MNXR1071
rxn01880	MNXR56582
RXN00762	MNXR70304
RXN-1143	MNXR16729
BS383332	MNXR12271
BS383331	MNXR12270
BS383337	MNXR72867
BS383336	MNXR12273
BS383335	MNXR58499
RXN-1144	MNXR16726
REACT_141390	MNXR79023
REACT_141393	MNXR78815
REACT_141394	MNXR69842
REACT_141395	MNXR78966
REACT_141396	MNXR70581
MALATE-DEHYDROGENASE-ACCEPTOR-RXN	MNXR71550
REACT_141398	MNXR78610
BS17350	MNXR71885
REACT_128378	MNXR78778
REACT_128375	MNXR78879
REACT_128374	MNXR78800
REACT_128372	MNXR75253
rxn04598	MNXR1169
rxn04599	MNXR1582
rxn09525	MNXR68963
rxn04592	MNXR74874
rxn04593	MNXR74875
BMTer_L	MNXR963
rxn04591	MNXR79844
rxn04596	MNXR16897
CERK	MNXR68508
rxn04594	MNXR66559
rxn04595	MNXR16896
REACT_138781	MNXR78453
BMTer_U	MNXR964
REACT_138785	MNXR78680
UCR04364	MNXR7835
BS363489	MNXR72247
DETHIOBIOTIN-SYN-RXN	MNXR1455
REACT_86533	MNXR78494
HATGH	MNXR69213
REACT_86539	MNXR78539
3.4.24.6-RXN	MNXR76137
rxn09523	MNXR69514
BS94088	MNXR59094
17289	MNXR35756
rxn09529	MNXR895
rxn08934	MNXR69461
UCR01466	MNXR5064
rxn08936	MNXR69463
rxn08937	MNXR69464
rxn07481	MNXR17451
rxn08931	MNXR69457
rxn07483	MNXR75134
rxn08933	MNXR69460
rxn07489	MNXR26627
rxn08939	MNXR69466
UCR01468	MNXR1922
FA181COAabcp	MNXR1974
BS410716	MNXR73345
RXN66-520	MNXR78158
CITRYLY-RXN	MNXR20228
REACT_1246	MNXR78384
REACT_1240	MNXR78451
RXN-6269	MNXR77512
RXN-6268	MNXR63292
RXN-6263	MNXR74156
4-ACETAMIDOBUTYRYL-COA-DEACETYLASE-RXN	MNXR6618
RXN-6261	MNXR469
ECA4OALpp	MNXR68785
RXN-6266	MNXR8183
RXN-6264	MNXR36960
REACT_85843	MNXR1811
REACT_85845	MNXR25788
REACT_85846	MNXR78259
BS359223	MNXR8394
BR199	MNXR5520
BR198	MNXR4588
BR197	MNXR6549
BR196	MNXR26397
BR195	MNXR55998
BR194	MNXR6548
BR193	MNXR6547
BR192	MNXR70623
BR191	MNXR56503
BR190	MNXR6501
rxn10298	MNXR80534
OCBT	MNXR51003
RXN-9523	MNXR68199
REACT_29078	MNXR2906
RXN-9524	MNXR68191
RXN-9527	MNXR68192
RXN-9526	MNXR68783
UNDECAPRENOL-KINASE-RXN	MNXR33795
RXN-9528	MNXR68183
REACT_133262	MNXR78602
REACT_133264	MNXR78893
REACT_29075	MNXR78236
REACT_133266	MNXR78818
P450LTB4r	MNXR32067
14440	MNXR3351
14445	MNXR25497
14446	MNXR25497
14447	MNXR25497
14448	MNXR25497
14449	MNXR79242
BS386468	MNXR58567
BS386469	MNXR70469
BS386460	MNXR12559
BS386464	MNXR72945
BS386466	MNXR72946
BS386467	MNXR12562
BS404556	MNXR13569
1.1.3.41-RXN	MNXR17177
BS188129_WOP	MNXR4191
REACT_31829	MNXR78394
REACT_31825	MNXR69599
REACT_31824	MNXR78444
B3GNT35g	MNXR55107
REACT_31822	MNXR69175
RXN01268	MNXR70343
REACT_126743	MNXR78270
ALDOSE-1-EPIMERASE-RXN	MNXR6549
BS402784	MNXR73232
BS402785	MNXR73233
rxn14344	MNXR5880
rxn14345	MNXR71404
rxn14342	MNXR75524
rxn14343	MNXR14628
rxn14340	MNXR75495
BS402783	MNXR58838
REACT_22160	MNXR78981
BS402788	MNXR73235
BS402789	MNXR13481
rxn14348	MNXR75525
REACT_22167	MNXR78965
REACT_120746	MNXR78772
REACT_120747	MNXR78602
REACT_120744	MNXR78575
REACT_140592	MNXR78449
REACT_120742	MNXR78310
15316	MNXR1921
15315	MNXR1921
15314	MNXR1921
MTRMBARK-RXN	MNXR62040
R307-RXN	MNXR20722
REACT_120748	MNXR25363
REACT_120749	MNXR78626
RXN01265	MNXR70428
BS186733	MNXR6796
RXN01264	MNXR6092
BS186736	MNXR57686
GCC2am	MNXR69114
BS186735	MNXR3255
BR15999	MNXR56482
BR15998	MNXR70600
BR15993	MNXR6428
BR15992	MNXR70598
BR15991	MNXR5123
BR15990	MNXR55876
BR15997	MNXR70599
BR15996	MNXR6430
BR15995	MNXR56481
ARYLDIALKYL-PHOSPHATASE-RXN	MNXR16090
3.4.24.21-RXN	MNXR76137
NADH17pp	MNXR69511
BS357261	MNXR72167
BS357263	MNXR70878
rxn10999	MNXR4825
rxn10998	MNXR1369
rxn10997	MNXR1378
rxn10996	MNXR70014
rxn10995	MNXR69519
rxn10994	MNXR69297
rxn10993	MNXR5293
rxn10992	MNXR28903
rxn10991	MNXR1425
NTD8l	MNXR3881
BS413434	MNXR11516
BS413437	MNXR73444
BS413430	MNXR14130
BS413432	MNXR5949
3.1.3.16-RXN	MNXR72337
BS364334	MNXR10805
BS413439	MNXR6120
BS364333	MNXR72265
N-ACYLMANNOSAMINE-KINASE-RXN	MNXR76399
WHTSTSTERONEte	MNXR32593
19923	MNXR6842
19924	MNXR6842
19925	MNXR14841
19926	MNXR14841
19927	MNXR14841
19928	MNXR14841
22995	MNXR3607
12042	MNXR6822
12043	MNXR6822
12040	MNXR6822
GLCURt2r	MNXR69161
12046	MNXR70518
12047	MNXR70518
12044	MNXR70518
12045	MNXR70518
12048	MNXR184
12049	MNXR184
GDPMANMANHYDRO-RXN	MNXR69119
BR29150_WOP	MNXR6800
RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN	MNXR76471
REACT_153262	MNXR78274
rxn10339	MNXR80558
rxn10338	MNXR80557
REACT_153267	MNXR65024
REACT_153265	MNXR58046
rxn10333	MNXR80552
rxn10332	MNXR80551
REACT_153269	MNXR79059
REACT_153268	MNXR4186
rxn10337	MNXR80556
rxn10336	MNXR80555
rxn10335	MNXR80554
rxn10334	MNXR80553
REACT_133078	MNXR64466
BR36726	MNXR68632
REACT_152791	MNXR78845
REACT_152792	MNXR79090
BR36725	MNXR70819
REACT_152797	MNXR70699
RXN-12492	MNXR68357
REACT_85015	MNXR2438
BR36724	MNXR7185
REACT_85011	MNXR4654
34797	MNXR63960
PERILLYL-ALCOHOL-DEHYDROGENASE-RXN	MNXR70732
DM_13-cis-retn(n)	MNXR68733
34794	MNXR60973
REACT_85018	MNXR120
RXN-12491	MNXR76906
BR36721	MNXR7182
REACT_162634	MNXR3782
RXN-12496	MNXR9555
REACT_130051	MNXR78602
REACT_30708	MNXR24949
RXN-9738	MNXR63810
26204	MNXR74938
RXN-12494	MNXR57583
26203	MNXR74938
34791	MNXR60973
26202	MNXR74938
ESTRONESt2	MNXR1916
13319	MNXR8535
13318	MNXR8535
RXN-12107	MNXR21918
REACT_163321	MNXR79130
REACT_163320	MNXR79142
13317	MNXR8535
13316	MNXR4772
13311	MNXR5336
13310	MNXR5336
13313	MNXR4772
13312	MNXR5336
C180SN	MNXR68455
BS402876_WOP	MNXR605
YVITEt	MNXR1658
14839	MNXR2738
14838	MNXR2738
ERGSTt	MNXR1904
RXN-6701	MNXR9008
14831	MNXR30965
14830	MNXR30965
14833	MNXR14942
14832	MNXR30965
14835	MNXR14942
14834	MNXR14942
14837	MNXR2738
14836	MNXR14942
REACT_132667	MNXR78659
2.5.1.5-RXN	MNXR19534
REACT_128222	MNXR3189
NN5HBPRT	MNXR3834
3.8.1.10-RXN	MNXR74156
BR11731	MNXR70545
REACT_158798	MNXR65036
REACT_158799	MNXR1218
REACT_94954	MNXR78624
UER00912	MNXR2764
UER00913	MNXR33777
UER00910	MNXR3604
UER00911	MNXR4193
UER00916	MNXR2769
UER00917	MNXR2756
UER00914	MNXR2619
Htr	MNXR3066
AGTim	MNXR574
HMSH3	MNXR69248
HMSH2	MNXR69247
REACT_112734	MNXR1164
AGTix	MNXR574
CYRDAS	MNXR68613
CYRDAR	MNXR68612
29730	MNXR68958
29736	MNXR68959
29737	MNXR68959
29735	MNXR68959
29738	MNXR68959
REACT_109278	MNXR78576
RETNGLCt	MNXR69850
Htx	MNXR3066
REACT_15539	MNXR25208
BS165499	MNXR9952
21962	MNXR65465
REACT_15531	MNXR78317
REACT_573	MNXR69293
REACT_15537	MNXR78296
REACT_572	MNXR69607
REACT_34251	MNXR78262
REACT_574	MNXR78385
CYTC-RED-RXN	MNXR61912
RXN1G-2527	MNXR24468
REACT_576	MNXR4195
AKP1	MNXR68329
REACT_144709	MNXR78284
REACT_144701	MNXR78886
REACT_144702	MNXR78621
REACT_144704	MNXR78357
12860	MNXR32815
12861	MNXR6647
RXN-12999	MNXR62737
RXN-12998	MNXR60692
12864	MNXR6647
12865	MNXR70616
12866	MNXR70616
12867	MNXR70616
GDPDPK	MNXR69117
RXN-12992	MNXR62732
COMS	MNXR68560
RXN-12990	MNXR26590
RXN-12997	MNXR62736
RXN-12996	MNXR62735
GCCam	MNXR55549
RXN-12994	MNXR76998
REACT_89458	MNXR78594
3.1.3.46-RXN	MNXR2190
RXN-13136	MNXR77028
RXN-9169	MNXR77806
23294	MNXR8301
SBT_Lt	MNXR4784
RXN-9168	MNXR77805
REACT_143284	MNXR78509
REACT_143285	MNXR3464
REACT_143280	MNXR78308
28068	MNXR3619
REACT_143282	MNXR78683
28065	MNXR3620
28064	MNXR3620
28067	MNXR3619
28066	MNXR3619
28061	MNXR20519
28060	MNXR20519
28063	MNXR3620
28062	MNXR3620
S6TASE9ly	MNXR4758
22609	MNXR4792
22608	MNXR4792
22607	MNXR79280
22606	MNXR79280
22605	MNXR79280
22604	MNXR79280
22603	MNXR18245
22602	MNXR18245
22601	MNXR18245
22600	MNXR18245
rxn10131	MNXR30738
2.3.1.147-RXN	MNXR75981
RXN-8926	MNXR77768
RXN-8927	MNXR63638
RXN-8924	MNXR23522
RXN-8925	MNXR77767
RXN-8922	MNXR9117
RXN-8923	MNXR18551
RXN-8920	MNXR71180
RXN-8921	MNXR23521
GADOX	MNXR69088
ACGSm	MNXR30582
2.7.7.40-RXN	MNXR71342
FASPHDCA	MNXR47386
21678	MNXR71487
BR48520	MNXR8633
REACT_82563	MNXR78503
REACT_107818	MNXR78365
REACT_107810	MNXR69639
BS188416	MNXR6034
REACT_107816	MNXR78315
REACT_104548	MNXR78232
4.2.2.2-RXN	MNXR76166
REACT_104546	MNXR78528
REACT_104547	MNXR78529
REACT_104544	MNXR1051
REACT_104545	MNXR78527
25378	MNXR26566
25379	MNXR26567
25376	MNXR26566
25377	MNXR26566
25374	MNXR71513
25375	MNXR26566
25372	MNXR71513
25373	MNXR71513
25370	MNXR8836
25371	MNXR71513
REACT_141629	MNXR78859
RXN00118	MNXR5464
RXN00119	MNXR56095
BS370143	MNXR7250
BS370140	MNXR11078
BS370141	MNXR11079
RXN00112	MNXR70129
RXN00113	MNXR69797
RXN00110	MNXR2759
BR48787	MNXR61688
RXN00116	MNXR70130
RXN00117	MNXR70131
REACT_141626	MNXR78841
RXN00115	MNXR5462
REACT_78545	MNXR78622
RXN-11217	MNXR72362
RXN-11211	MNXR55230
RXN-11210	MNXR55115
RXN-11213	MNXR76643
rxn02533	MNXR79626
RTOTALCRNCPT2	MNXR69872
RTOTALCRNCPT1	MNXR69872
RXN-11219	MNXR54920
RXN-11218	MNXR21314
REACT_78546	MNXR78638
REACT_78614	MNXR7299
REACT_78541	MNXR78621
REACT_78540	MNXR25124
REACT_78543	MNXR78767
DOLGLCP_Uter	MNXR1729
REACT_78542	MNXR24947
BS367893	MNXR3998
21985	MNXR8344
21984	MNXR8344
21987	MNXR8344
21986	MNXR8344
REACT_138233	MNXR78891
21988	MNXR8623
REACT_138230	MNXR78427
34626	MNXR61905
REACT_138235	MNXR78466
THMDP	MNXR69964
IZPN	MNXR69293
REACT_81036	MNXR78444
REACT_81030	MNXR1037
REACT_91041	MNXR78939
rxn09536	MNXR69719
16417	MNXR32068
REACT_91045	MNXR78537
16410	MNXR7446
rxn09531	MNXR72217
rxn09530	MNXR895
REACT_91048	MNXR64374
SPMDtex	MNXR4891
16419	MNXR32068
16418	MNXR32068
rxn09539	MNXR69715
rxn09538	MNXR69717
REACT_30936	MNXR78551
RXN-2121	MNXR22499
RXN-2122	MNXR22500
REACT_146392	MNXR78841
REACT_146396	MNXR78729
