Reaction ID	Reaction name	Lower bound	Reaction equation	GPR	Pathway
G3PD6	glycerol-3-phosphate dehydrogenase (menaquinone-9)	0.0	1.0 glyc3p_c + 1.0 mqn9_c -> 1.0 dhap_c + 1.0 mql9_c	(SAP1_RS34325 or SAP1_RS25885 or SAP1_RS34325 or SAP1_RS25885)	Oxidative Phosphorylation
L_DASH_LACD4	L-Lactate dehydrogenase (menaquinone)	0.0	1.0 lac_DASH_L_c + 1.0 mqn9_c -> 1.0 pyr_c + 1.0 mql9_c	(SAP1_RS38525)	Oxidative Phosphorylation
NADH10	NADH dehydrogenase (menaquinone-9 & 0 protons)	0.0	1.0 nadh_c + 1.0 h_c + 1.0 mqn9_c -> 1.0 nad_c + 1.0 mql9_c	(SAP1_RS21275 or SAP1_RS18300 or SAP1_RS10010 or SAP1_RS21275 or SAP1_RS18300 or SAP1_RS10010 or SAP1_RS04530 or SAP1_RS02665)	Oxidative Phosphorylation
NADH17	NADH dehydrogenase (menaquinone-9 & 3 protons)	0.0	1.0 nadh_c + 4.0 h_c + 1.0 mqn9_c -> 3.0 h_e + 1.0 nad_c + 1.0 mql9_c	(SAP1_RS25040 or (SAP1_RS25055 and SAP1_RS24235 and SAP1_RS25050 and SAP1_RS25270 and SAP1_RS25045) or (SAP1_RS25055 and SAP1_RS24235 and SAP1_RS25060 and SAP1_RS25065 and SAP1_RS09710) or (SAP1_RS25070 and SAP1_RS25280 and SAP1_RS25075 and SAP1_RS25065 and SAP1_RS09710) or (SAP1_RS25080 and SAP1_RS25280 and SAP1_RS25075) or (SAP1_RS25085 and SAP1_RS25285) or (SAP1_RS25090 and SAP1_RS25290) or (SAP1_RS25095 and SAP1_RS25300 and SAP1_RS25295) or SAP1_RS25095 or SAP1_RS25300 or (SAP1_RS25105 and SAP1_RS25310 and SAP1_RS25100 and SAP1_RS25305) or SAP1_RS25105 or SAP1_RS25310)	Oxidative Phosphorylation
NADTRHD	NAD transhydrogenase	0.0	1.0 nadph_c + 1.0 nad_c -> 1.0 nadp_c + 1.0 nadh_c	((SAP1_RS02525 and SAP1_RS02530))	Oxidative Phosphorylation
NTRIR2x	nitrite Reductase (NADH)	0.0	3.0 nadh_c + 5.0 h_c + 1.0 no2_c -> 2.0 h2o_c + 1.0 nh4_c + 3.0 nad_c	((SAP1_RS29285 and SAP1_RS29280))	Oxidative Phosphorylation
POX3	pyruvate oxidase	0.0	1.0 pyr_c + 1.0 h2o_c + 1.0 fad_c -> 1.0 fadh2_c + 1.0 co2_c + 1.0 ac_c	(SAP1_RS09630 or SAP1_RS05295 or SAP1_RS10960 or SAP1_RS10705 or SAP1_RS14280)	Oxidative Phosphorylation
PPK2r	polyphosphate kinase	-1000.0	1.0 ppi_c + 1.0 atp_c <=> 1.0 pppi_c + 1.0 adp_c	(SAP1_RS21050)	Oxidative Phosphorylation
SUCD3	succinate dehydrogenase (menaquione-9)	0.0	1.0 succ_c + 2.0 h_e + 1.0 mqn9_c -> 1.0 fum_c + 2.0 h_c + 1.0 mql9_c	(SAP1_RS24285 or SAP1_RS17635 or SAP1_RS16530 or SAP1_RS37630 or (SAP1_RS17640 and SAP1_RS24285 and SAP1_RS17635 and SAP1_RS16530 and SAP1_RS37630) or (SAP1_RS17630 and SAP1_RS17625 and SAP1_RS16535))	Oxidative Phosphorylation
THD2	NAD(P) transhydrogenase	0.0	1.0 nadp_c + 2.0 h_e + 1.0 nadh_c -> 1.0 nadph_c + 2.0 h_c + 1.0 nad_c	((SAP1_RS02525 and SAP1_RS02530))	Oxidative Phosphorylation
TRDR	thioredoxin reductase (NADPH)	0.0	1.0 trdox_c + 1.0 nadph_c + 1.0 h_c -> 1.0 nadp_c + 1.0 trdrd_c	(SAP1_RS22330 or SAP1_RS37315 or (SAP1_RS37830 and SAP1_RS22330 and SAP1_RS37315) or SAP1_RS22335 or SAP1_RS14660 or SAP1_RS22335 or SAP1_RS14660)	Oxidative Phosphorylation
EDA	2-dehydro-3-deoxy-phosphogluconate aldolase	0.0	1.0 2ddg6p_c -> 1.0 pyr_c + 1.0 g3p_c	(SCO0852 or SAP1_RS30375 or SCO3495)	Pentose Phosphate Pathway
FBA3	Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase	-1000.0	1.0 s17bp_c <=> 1.0 e4p_c + 1.0 dhap_c	(SAP1_RS23445)	Pentose Phosphate Pathway
G1DH	glucose 1-dehydrogenase	0.0	1.0 glc_DASH_D_c + 1.0 nad_c -> 1.0 g15l_c + 1.0 h_c + 1.0 nadh_c	(SAP1_RS18925 or SAP1_RS36100 or SAP1_RS10165 or SAP1_RS33310)	Pentose Phosphate Pathway
G6PDH2	glucose 6-phosphate dehydrogenase	0.0	1.0 g6p_c + 1.0 nadp_c -> 1.0 6pgl_c + 1.0 nadph_c + 1.0 h_c	(SAP1_RS32565 or SAP1_RS09365)	Pentose Phosphate Pathway
GND	phosphogluconate dehydrogenase (NADP)	0.0	1.0 6pgc_c + 1.0 nadp_c -> 1.0 ru5p_DASH_D_c + 1.0 co2_c + 1.0 nadph_c	(SAP1_RS22395 or SAP1_RS37340 or SAP1_RS09380 or SAP1_RS22395 or SAP1_RS37340 or SAP1_RS09380)	Pentose Phosphate Pathway
GND2	phosphogluconate dehydrogenase (NAD)	0.0	1.0 6pgc_c + 1.0 nad_c -> 1.0 ru5p_DASH_D_c + 1.0 co2_c + 1.0 nadh_c	(SAP1_RS22395 or SAP1_RS37340 or SAP1_RS09380 or SAP1_RS22395 or SAP1_RS37340 or SAP1_RS09380)	Pentose Phosphate Pathway
PFK_3	phosphofructokinase (s7p)	0.0	1.0 s7p_c + 1.0 atp_c -> 1.0 s17bp_c + 1.0 h_c + 1.0 adp_c	(SAP1_RS14730 or SAP1_RS36685 or SAP1_RS31405 or SAP1_RS14730 or SAP1_RS36685 or SAP1_RS31405)	Pentose Phosphate Pathway
PGL	6-phosphogluconolactonase	0.0	1.0 h2o_c + 1.0 6pgl_c -> 1.0 6pgc_c + 1.0 h_c	(SAP1_RS32555)	Pentose Phosphate Pathway
PKT	phosphoketolase	0.0	1.0 xu5p_DASH_D_c + 1.0 pi_c -> 1.0 h2o_c + 1.0 actp_c + 1.0 g3p_c	(SAP1_RS06870)	Pentose Phosphate Pathway
RPE	ribulose 5-phosphate 3-epimerase	-1000.0	1.0 ru5p_DASH_D_c <=> 1.0 xu5p_DASH_D_c	(SAP1_RS35455)	Pentose Phosphate Pathway
RPI	ribose-5-phosphate isomerase	-1000.0	1.0 r5p_c <=> 1.0 ru5p_DASH_D_c	(SCO0579 or SAP1_RS08235)	Pentose Phosphate Pathway
TALA	transaldolase	-1000.0	1.0 g3p_c + 1.0 s7p_c <=> 1.0 e4p_c + 1.0 f6p_c	(SAP1_RS32570 or SAP1_RS09360)	Pentose Phosphate Pathway
TKT1	transketolase	-1000.0	1.0 r5p_c + 1.0 xu5p_DASH_D_c <=> 1.0 s7p_c + 1.0 g3p_c	(SAP1_RS09355 or SAP1_RS32575 or SAP1_RS09355 or SAP1_RS32575)	Pentose Phosphate Pathway
TKT2	transketolase	-1000.0	1.0 e4p_c + 1.0 xu5p_DASH_D_c <=> 1.0 g3p_c + 1.0 f6p_c	(SAP1_RS09355 or SAP1_RS32575 or SAP1_RS09355 or SAP1_RS32575)	Pentose Phosphate Pathway
MME	methylmalonyl-CoA epimerase	-1000.0	1.0 mmcoa_DASH_R_c <=> 1.0 mmcoa_DASH_S_c	(SAP1_RS14900)	Propanoate Metabolism
MMM	methylmalonyl-CoA mutase	-1000.0	1.0 succoa_c <=> 1.0 mmcoa_DASH_R_c	(SAP1_RS10765 or SAP1_RS10760 or SAP1_RS15145 or SAP1_RS10110 or SAP1_RS17555 or SAP1_RS14775)	Propanoate Metabolism
MMSAD3	methylmalonate-semialdehyde dehydrogenase (malonic semialdehyde)	0.0	1.0 coa_c + 1.0 msa_c + 1.0 nad_c -> 1.0 co2_c + 1.0 nadh_c + 1.0 accoa_c	(SAP1_RS17825 or SAP1_RS33980 or SAP1_RS13545 or SAP1_RS13635 or SAP1_RS27635 or SAP1_RS35785 or SAP1_RS30250 or SAP1_RS04430 or SAP1_RS24095 or SAP1_RS17380 or SAP1_RS08625 or SAP1_RS19705 or SAP1_RS36740 or SAP1_RS13490 or SAP1_RS34645 or SAP1_RS36865 or SAP1_RS25945 or SAP1_RS36965)	Propanoate Metabolism
MMSAD4	methylmalonate-semialdehyde dehydrogenase (methymalonate semialdehyde)	0.0	1.0 mmtsa_c + 1.0 coa_c + 1.0 nad_c -> 1.0 co2_c + 1.0 nadh_c + 1.0 ppcoa_c	(SAP1_RS17825 or SAP1_RS33980 or SAP1_RS13545 or SAP1_RS13635 or SAP1_RS27635 or SAP1_RS35785 or SAP1_RS30250 or SAP1_RS04430 or SAP1_RS24095 or SAP1_RS17380 or SAP1_RS08625 or SAP1_RS19705 or SAP1_RS36740 or SAP1_RS13490 or SAP1_RS34645 or SAP1_RS36865 or SAP1_RS25945 or SAP1_RS36965)	Propanoate Metabolism
MMSAD5	methylmalonate-semialdehyde dehydrogenase (methymalonate semialdehyde, non-decarboxylating)	0.0	1.0 mmtsa_c + 1.0 coa_c + 1.0 nad_c -> 1.0 mmcoa_DASH_R_c + 1.0 nadh_c + 1.0 h_c	(SAP1_RS17825 or SAP1_RS33980 or SAP1_RS13545 or SAP1_RS13635 or SAP1_RS27635 or SAP1_RS35785 or SAP1_RS30250 or SAP1_RS04430 or SAP1_RS24095 or SAP1_RS17380 or SAP1_RS08625 or SAP1_RS19705 or SAP1_RS36740 or SAP1_RS13490 or SAP1_RS34645 or SAP1_RS36865 or SAP1_RS25945 or SAP1_RS36965)	Propanoate Metabolism
PPCOAC	propionyl-CoA carboxylase	0.0	1.0 hco3_c + 1.0 atp_c + 1.0 ppcoa_c -> 1.0 mmcoa_DASH_S_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS20055 and SAP1_RS14135 and SAP1_RS17305 and SAP1_RS12080 and SAP1_RS27305 and SAP1_RS20050 and SAP1_RS34505 and SAP1_RS17330 and SAP1_RS27300) or (SAP1_RS20055 and SAP1_RS14135 and SAP1_RS17305 and SAP1_RS12080 and SAP1_RS27305 and SAP1_RS20050 and SAP1_RS34505 and SAP1_RS17330 and SAP1_RS27300) or SAP1_RS20050 or SAP1_RS34505 or SAP1_RS17330 or SAP1_RS27300)	Propanoate Metabolism
ADSL1r	adenylsuccinate lyase	-1000.0	1.0 dcamp_c <=> 1.0 fum_c + 1.0 amp_c	(SAP1_RS36450)	Purine and Pyrimidine Biosynthesis
ADSL2r	adenylosuccinate lyase	-1000.0	1.0 25aics_c <=> 1.0 aicar_c + 1.0 fum_c	(SAP1_RS36450)	Purine and Pyrimidine Biosynthesis
ADSS	adenylosuccinate synthase	0.0	1.0 asp_DASH_L_c + 1.0 gtp_c + 1.0 imp_c -> 1.0 pi_c + 1.0 gdp_c + 2.0 h_c + 1.0 dcamp_c	(SAP1_RS23575)	Purine and Pyrimidine Biosynthesis
AICART	phosphoribosylaminoimidazolecarboxamide formyltransferase	-1000.0	1.0 aicar_c + 1.0 10fthf_c <=> 1.0 fprica_c + 1.0 thf_c	(SAP1_RS17875)	Purine and Pyrimidine Biosynthesis
AIRCr	phosphoribosylaminoimidazole carboxylase	-1000.0	1.0 co2_c + 1.0 air_c <=> 1.0 h_c + 1.0 5aizc_c	((SAP1_RS25975 and SAP1_RS25970))	Purine and Pyrimidine Biosynthesis
ASPCT	aspartate carbamoyltransferase	0.0	1.0 cbp_c + 1.0 asp_DASH_L_c -> 1.0 cbasp_c + 1.0 pi_c + 1.0 h_c	(SAP1_RS35370)	Purine and Pyrimidine Biosynthesis
CTPS1	CTP synthase (NH3)	0.0	1.0 utp_c + 1.0 nh4_c + 1.0 atp_c -> 1.0 ctp_c + 1.0 pi_c + 2.0 h_c + 1.0 adp_c	(SAP1_RS33530)	Purine and Pyrimidine Biosynthesis
CTPS2	CTP synthase (glutamine)	0.0	1.0 h2o_c + 1.0 utp_c + 1.0 atp_c + 1.0 gln_DASH_L_c -> 1.0 ctp_c + 1.0 glu_DASH_L_c + 1.0 pi_c + 2.0 h_c + 1.0 adp_c	(SAP1_RS33530)	Purine and Pyrimidine Biosynthesis
DHORD5	dihydroorotic acid (menaquinone-9)	0.0	1.0 mqn9_c + 1.0 dhor_DASH_S_c -> 1.0 orot_c + 1.0 mql9_c	(SAP1_RS35395)	Purine and Pyrimidine Biosynthesis
DHORTS	dihydroorotase	-1000.0	1.0 h2o_c + 1.0 dhor_DASH_S_c <=> 1.0 cbasp_c + 1.0 h_c	(SAP1_RS10545 or SAP1_RS35375)	Purine and Pyrimidine Biosynthesis
GARFT	phosphoribosylglycinamide formyltransferase	-1000.0	1.0 gar_c + 1.0 10fthf_c <=> 1.0 fgam_c + 1.0 h_c + 1.0 thf_c	(SAP1_RS17880)	Purine and Pyrimidine Biosynthesis
GLUPRT	glutamine phosphoribosyldiphosphate amidotransferase	0.0	1.0 h2o_c + 1.0 prpp_c + 1.0 gln_DASH_L_c -> 1.0 pram_c + 1.0 glu_DASH_L_c + 1.0 ppi_c	(SAP1_RS21435)	Purine and Pyrimidine Biosynthesis
GMPS2	GMP synthase	0.0	1.0 xmp_c + 1.0 h2o_c + 1.0 atp_c + 1.0 gln_DASH_L_c -> 1.0 ppi_c + 1.0 gmp_c + 1.0 amp_c + 1.0 glu_DASH_L_c + 2.0 h_c	(SAP1_RS18045)	Purine and Pyrimidine Biosynthesis
IMPC	IMP cyclohydrolase	-1000.0	1.0 h2o_c + 1.0 imp_c <=> 1.0 fprica_c	(SAP1_RS17875)	Purine and Pyrimidine Biosynthesis
IMPD	IMP dehydrogenase	0.0	1.0 h2o_c + 1.0 imp_c + 1.0 nad_c -> 1.0 xmp_c + 1.0 nadh_c + 1.0 h_c	((SAP1_RS25870 and SAP1_RS35475 and SAP1_RS25875) or SAP1_RS25870 or SAP1_RS35475)	Purine and Pyrimidine Biosynthesis
OMPDC	orotidine-5'-phosphate decarboxylase	0.0	1.0 h_c + 1.0 orot5p_c -> 1.0 ump_c + 1.0 co2_c	(SAP1_RS35400)	Purine and Pyrimidine Biosynthesis
ORPT	orotate phosphoribosyltransferase	-1000.0	1.0 ppi_c + 1.0 orot5p_c <=> 1.0 prpp_c + 1.0 orot_c	(SAP1_RS23440)	Purine and Pyrimidine Biosynthesis
PRAGSr	phosphoribosylglycinamide synthase	-1000.0	1.0 pram_c + 1.0 gly_c + 1.0 atp_c <=> 1.0 gar_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	(SAP1_RS21520)	Purine and Pyrimidine Biosynthesis
PRAIS	phosphoribosylaminoimidazole synthase	0.0	1.0 atp_c + 1.0 fpram_c -> 1.0 pi_c + 2.0 h_c + 1.0 adp_c + 1.0 air_c	(SAP1_RS21430)	Purine and Pyrimidine Biosynthesis
PRASCSi	phosphoribosylaminoimidazolesuccinocarboxamide synthase	0.0	1.0 asp_DASH_L_c + 1.0 atp_c + 1.0 5aizc_c -> 1.0 25aics_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	(SAP1_RS21505)	Purine and Pyrimidine Biosynthesis
PRFGS	phosphoribosylformylglycinamidine synthase	0.0	1.0 h2o_c + 1.0 fgam_c + 1.0 atp_c + 1.0 gln_DASH_L_c -> 1.0 glu_DASH_L_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c + 1.0 fpram_c	((SAP1_RS21460 and SAP1_RS21455 and SAP1_RS21450))	Purine and Pyrimidine Biosynthesis
ACKr	acetate kinase	-1000.0	1.0 ac_c + 1.0 atp_c <=> 1.0 actp_c + 1.0 adp_c	(SAP1_RS14740)	Pyruvate Metabolism
ACS	acetyl-CoA synthetase	0.0	1.0 ac_c + 1.0 coa_c + 1.0 atp_c -> 1.0 ppi_c + 1.0 amp_c + 1.0 accoa_c	(SAP1_RS20040 or SAP1_RS23835 or SAP1_RS03320 or SAP1_RS11965 or SAP1_RS35895 or SAP1_RS12105)	Pyruvate Metabolism
ALCD2x	alcohol dehydrogenase (ethanol)	-1000.0	1.0 nad_c + 1.0 etoh_c <=> 1.0 acald_c + 1.0 nadh_c + 1.0 h_c	(SAP1_RS17220 or SAP1_RS35810 or SAP1_RS06225 or SAP1_RS27600 or SAP1_RS30345 or SAP1_RS07460 or SAP1_RS07285 or SAP1_RS15540)	Pyruvate Metabolism
ALCD2y	alcohol dehydrogenase (ethanol, NADP)	-1000.0	1.0 nadp_c + 1.0 etoh_c <=> 1.0 acald_c + 1.0 nadph_c + 1.0 h_c	(SAP1_RS17220 or SAP1_RS07285)	Pyruvate Metabolism
LDH_D	D-lactate dehydrogenase	-1000.0	1.0 lac_DASH_D_c + 1.0 nad_c <=> 1.0 pyr_c + 1.0 nadh_c + 1.0 h_c	(SAP1_RS14265 or SAP1_RS38520)	Pyruvate Metabolism
PC	pyruvate carboxylase	0.0	1.0 hco3_c + 1.0 pyr_c + 1.0 atp_c -> 1.0 pi_c + 1.0 h_c + 1.0 oaa_c + 1.0 adp_c	(SAP1_RS20050 or SAP1_RS34505 or SAP1_RS17330 or SAP1_RS27300)	Pyruvate Metabolism
PTAr	phosphotransacetylase	-1000.0	1.0 pi_c + 1.0 accoa_c <=> 1.0 actp_c + 1.0 coa_c	(SAP1_RS14735)	Pyruvate Metabolism
G3PCT	glycerol-3-phosphate cytidylyltransferase	0.0	1.0 ctp_c + 1.0 glyc3p_c + 1.0 h_c -> 1.0 ppi_c + 1.0 cdpglyc_c	()	Teichoic Acid Biosynthesis
TAGO	Tag O reaction for initiation of teichoic acid	0.0	1.0 uacgam_c + 2.0 h2o_c -> 1.0 acgam_c + 1.0 ump_c + 1.0 pi_c + 2.0 h_c	()	Teichoic Acid Biosynthesis
TECA1S	glycerol teichoic acid synthesis (no sub, n=25)	0.0	1.0 acgam_c + 1.0 uacmam_c + 25.0 cdpglyc_c -> 1.0 udp_c + 1.0 gtca1_c + 26.0 h_c + 25.0 cmp_c	()	Teichoic Acid Biosynthesis
TECA2S	glycerol techoic acid synthesis (D-ala, n=25)	0.0	25.0 ala_DASH_D_c + 1.0 acgam_c + 1.0 uacmam_c + 25.0 cdpglyc_c + 25.0 atp_c -> 1.0 gtca2_c + 25.0 cmp_c + 25.0 ppi_c + 1.0 udp_c + 25.0 amp_c + 26.0 h_c	()	Teichoic Acid Biosynthesis
TECA3S	glycerol teichoic acid synthesis (n=25, glucose sub)	0.0	1.0 acgam_c + 1.0 uacmam_c + 25.0 udpg_c + 25.0 cdpglyc_c -> 1.0 gtca3_c + 26.0 udp_c + 51.0 h_c + 25.0 cmp_c	()	Teichoic Acid Biosynthesis
2OXOADOX	2-Oxoadipate:lipoamde 2-oxidoreductase(decarboxylating and acceptor-succinylating)	0.0	1.0 2oxoadp_c + 1.0 coa_c + 1.0 nad_c -> 1.0 glutcoa_c + 1.0 co2_c + 1.0 nadh_c	((SAP1_RS31105 and SAP1_RS15505) or (SAP1_RS03860 and SAP1_RS37835 and SAP1_RS31105) or SAP1_RS17345 or SAP1_RS31110 or SAP1_RS03860 or SAP1_RS11350)	Threonine and Lysine Metabolism
ASAD	aspartate-semialdehyde dehydrogenase	-1000.0	1.0 aspsa_c + 1.0 nadp_c + 1.0 pi_c <=> 1.0 nadph_c + 1.0 4pasp_c + 1.0 h_c	(SAP1_RS23640 or SAP1_RS27920)	Threonine and Lysine Metabolism
ASPK	aspartate kinase	-1000.0	1.0 asp_DASH_L_c + 1.0 atp_c <=> 1.0 4pasp_c + 1.0 adp_c	(SAP1_RS23635)	Threonine and Lysine Metabolism
DAPDC	diaminopimelate decarboxylase	0.0	1.0 26dap_DASH_M_c + 1.0 h_c -> 1.0 lys_DASH_L_c + 1.0 co2_c	(SAP1_RS15210 or SAP1_RS05090)	Threonine and Lysine Metabolism
DAPE	diaminopimelate epimerase	-1000.0	1.0 26dap_DASH_LL_c <=> 1.0 26dap_DASH_M_c	(SAP1_RS12935)	Threonine and Lysine Metabolism
DHDPRy	dihydrodipicolinate reductase (NADPH)	0.0	1.0 23dhdp_c + 1.0 nadph_c + 1.0 h_c -> 1.0 thdp_c + 1.0 nadp_c	(SAP1_RS13195)	Threonine and Lysine Metabolism
DHDPS	dihydrodipicolinate synthase	0.0	1.0 aspsa_c + 1.0 pyr_c -> 2.0 h2o_c + 1.0 23dhdp_c + 1.0 h_c	(SAP1_RS32830 or SAP1_RS13170 or SAP1_RS32715)	Threonine and Lysine Metabolism
ECOAH1	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA)	-1000.0	1.0 3hbcoa_c <=> 1.0 h2o_c + 1.0 b2coa_c	(SAP1_RS08920 or SAP1_RS22615 or SAP1_RS34750 or SAP1_RS11750 or SAP1_RS10095 or SAP1_RS14965)	Threonine and Lysine Metabolism
GLUTCOADHc	glutaryl-CoA dehydrogenase (citosol)	0.0	1.0 glutcoa_c + 1.0 h_c + 1.0 fad_c -> 1.0 b2coa_c + 1.0 co2_c + 1.0 fadh2_c	(SAP1_RS35640 or SAP1_RS10125 or SAP1_RS20045 or SAP1_RS04105 or SAP1_RS27290 or SAP1_RS07235 or SAP1_RS33720 or SAP1_RS27315 or SAP1_RS34005 or SAP1_RS36710 or SAP1_RS25995)	Threonine and Lysine Metabolism
HSDy	homoserine dehydrogenase (NADPH)	-1000.0	1.0 nadp_c + 1.0 hom_DASH_L_c <=> 1.0 aspsa_c + 1.0 nadph_c + 1.0 h_c	(SCO0420 or SAP1_RS15205)	Threonine and Lysine Metabolism
HSK	homoserine kinase	0.0	1.0 hom_DASH_L_c + 1.0 atp_c -> 1.0 phom_c + 1.0 h_c + 1.0 adp_c	(SAP1_RS15195)	Threonine and Lysine Metabolism
LYSDC	lysine decarboxylase	0.0	1.0 lys_DASH_L_c + 1.0 h_c -> 1.0 15dap_c + 1.0 co2_c	(SCO7311)	Threonine and Lysine Metabolism
SDPDS	succinyl-diaminopimelate desuccinylase	0.0	1.0 sl26da_c + 1.0 h2o_c -> 1.0 26dap_DASH_LL_c + 1.0 succ_c	(SAP1_RS16255)	Threonine and Lysine Metabolism
SDPTA	succinyldiaminopimelate transaminase	-1000.0	1.0 akg_c + 1.0 sl26da_c <=> 1.0 sl2a6o_c + 1.0 glu_DASH_L_c	(SAP1_RS11990 or SAP1_RS10325 or SAP1_RS36625 or SAP1_RS17755 or SAP1_RS13505 or SAP1_RS12905 or SAP1_RS34840 or SAP1_RS08745 or SAP1_RS32985 or SAP1_RS13645 or SAP1_RS36875)	Threonine and Lysine Metabolism
THDPS	tetrahydrodipicolinate succinylase	0.0	1.0 thdp_c + 1.0 h2o_c + 1.0 succoa_c -> 1.0 sl2a6o_c + 1.0 coa_c	(SAP1_RS32690)	Threonine and Lysine Metabolism
THRA2i	L-allo-Threonine Aldolase	0.0	1.0 athr_DASH_L_c -> 1.0 acald_c + 1.0 gly_c	(SAP1_RS07935 or SAP1_RS14495 or SAP1_RS17750 or SAP1_RS15155)	Threonine and Lysine Metabolism
THRAi	Threonine aldolase	0.0	1.0 thr_DASH_L_c -> 1.0 acald_c + 1.0 gly_c	(SAP1_RS07935 or SAP1_RS14495 or SAP1_RS17750 or SAP1_RS15155)	Threonine and Lysine Metabolism
THRS	threonine synthase	0.0	1.0 phom_c + 1.0 h2o_c -> 1.0 thr_DASH_L_c + 1.0 pi_c	(SAP1_RS15200 or SAP1_RS20380)	Threonine and Lysine Metabolism
14GLUCANabc	1,4-alpha-D-glucan transport via ABC system	0.0	1.0 h2o_c + 1.0 14glucan_e + 1.0 atp_c -> 1.0 14glucan_c + 1.0 h_c + 1.0 adp_c + 1.0 pi_c	((SAP1_RS35110 and SAP1_RS30885 and SAP1_RS11825 and SAP1_RS32845 and SAP1_RS15735 and SAP1_RS25775 and SAP1_RS09535 and SAP1_RS30880 and SAP1_RS11300 and SAP1_RS32840 and SAP1_RS09540 and SAP1_RS30875 and SAP1_RS32530 and SAP1_RS26400 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS12740 and SAP1_RS16400 and SAP1_RS11505 and SAP1_RS18175 and SAP1_RS07480 and SAP1_RS07485 and SAP1_RS38120 and SAP1_RS16355 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS33010 and SAP1_RS08300 and SAP1_RS09125 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS34590 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS38140 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS20530 and SAP1_RS11250 and SAP1_RS15560))	Transport, Membrane
5DGLCNt2r	5-Dehydro-D-gluconate transport via proton symport, reversible	-1000.0	1.0 h_e + 1.0 5dglcn_e <=> 1.0 5dglcn_c + 1.0 h_c	(SAP1_RS34145 or SAP1_RS17025)	Transport, Membrane
5MTRt	5-Methylthio-D-ribose transport via proton symport	0.0	1.0 5mtr_c + 1.0 h_c -> 1.0 5mtr_e + 1.0 h_e	()	Transport, Membrane
ABTabc	D-arabinitol transport via ABC system	0.0	1.0 h2o_c + 1.0 atp_c + 1.0 abt_DASH_D_e -> 1.0 abt_DASH_D_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS32785 and SAP1_RS32780 and SAP1_RS25770 and SAP1_RS32775 and SAP1_RS15735 and SAP1_RS26400 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS12740 and SAP1_RS16400 and SAP1_RS11505 and SAP1_RS18175 and SAP1_RS07480 and SAP1_RS07485 and SAP1_RS38120 and SAP1_RS16355 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS33010 and SAP1_RS08300 and SAP1_RS09125 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS34590 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS38140 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS20530 and SAP1_RS11250 and SAP1_RS15560))	Transport, Membrane
ABUTt2	4-aminobutyrate transport in via proton symport	0.0	1.0 4abut_e + 1.0 h_e -> 1.0 h_c + 1.0 4abut_c	(SAP1_RS28065 or SAP1_RS08905 or SAP1_RS26700 or SAP1_RS28010 or SAP1_RS07080)	Transport, Membrane
ACALDt	acetaldehyde reversible transport	-1000.0	1.0 acald_e <=> 1.0 acald_c	(s0001)	Transport, Membrane
ACGApts	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS 	0.0	1.0 pep_c + 1.0 acgam_e -> 1.0 pyr_c + 1.0 acgam6p_c	((SAP1_RS35915 and SAP1_RS26740 and SAP1_RS26735 and SAP1_RS26730 and SAP1_RS26735 and SAP1_RS26730 and SAP1_RS12660))	Transport, Membrane
ACSERt	O-Acetyl-L-serine transport via facilitated transport	-1000.0	1.0 acser_c <=> 1.0 acser_e	(SAP1_RS27445)	Transport, Membrane
ACt4	Na+/Acetate symport	0.0	1.0 ac_e + 1.0 na1_e -> 1.0 ac_c + 1.0 na1_c	(SAP1_RS18425 or SAP1_RS07345 or SAP1_RS33270 or SAP1_RS36235 or SAP1_RS12750)	Transport, Membrane
